level_0,index,Event Id,Investigation Type,Accident Number,Event Date,Location,Country,Latitude,Longitude,Airport Code,Airport Name,Injury Severity,Aircraft Damage,Aircraft Category,Registration Number,Make,Model,Amateur Built,Number Of Engines,Engine Type,Far Description,Schedule,Purpose Of Flight,Air Carrier,Total Fatal Injuries,Total Serious Injuries,Total Minor Injuries,Total Uninjured,Weather Condition,Broad Phase Of Flight,Report Status,Publication Date,Make/Model,Year
40682,72713,20121005X85658,Accident,CEN12FA670,2012-09-30,"Eastland, TX",United States,322245N,0943448W,ETN,Easton,Non-Fatal,Substantial,Helicopter,N144CF,Agusta Spa,A109E,No,2.0,Turbo Shaft,135,NSCH,,CareFlite,0.0,0.0,3.0,0.0,IMC,,"The loss of helicopter control after an in-flight upset, which occurred when the pilot selected the autopilots altitude hold mode; the reason for the reported in-flight control anomaly could not be determined during postaccident helicopter examinations. Contributing to the accident was the pilot's delay in transitioning to instrument flight rules flight before entering instrument meteorological conditions.",25-09-2020,Agusta Spa - A109E,2012
40686,72717,20121003X54254,Accident,ERA13LA005,2012-10-02,"Burlington, VT",United States,442818N,0073911W,BTV,Burlington,Non-Fatal,Substantial,Airplane,N8025M,Cessna,310I,No,2.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,The collapse of the left main landing gear due to a failure of the left main gear bellcrank pin for reasons that could not be determined because the pieces of the fractured bellcrank pin were not located.,25-09-2020,Cessna - 310I,2012
40700,72731,20121005X05550,Accident,CEN13LA004,2012-10-05,"Milwaukee, WI",United States,425629N,0875329W,KMKE,General Mitchell International,Non-Fatal,Substantial,Airplane,N894AT,Boeing,717-200,No,2.0,Turbo Fan,121,SCHD,,"Southwest Airlines, Inc.",0.0,0.0,0.0,108.0,VMC,,"An obstruction (a sleeve of cups) that lodged under the catering truck brake pedal, which prevented the driver from stopping the truck before it struck the parked airplane.",25-09-2020,Boeing - 717-200,2012
40715,72746,20121007X33859,Accident,ANC13FA001,2012-10-08,"Aleknagik, AK",United States,595820N,0158211W,,,Fatal,Substantial,Airplane,N139F,Grumman,G-44,No,2.0,Reciprocating,091,,Positioning,FRESH WATER ADVENTURES INC,1.0,0.0,0.0,0.0,VMC,,"The pilot's decision to make multiple low passes over the glassy surface water, which resulted in an impact with the surface of the lake.",25-09-2020,Grumman - G-44,2012
40720,72751,20121012X41701,Incident,ENG13WA001,2012-10-09,"Lyon, France",France,,,LFLL,Lyon-Saint Exupery Airport,Non-Fatal,,Airplane,F-GOPE,Beech,1900,No,2.0,Turbo Prop,,,,,0.0,0.0,0.0,8.0,,,,03-11-2020,Beech - 1900,2012
40726,72757,20121023X55801,Incident,ENG13RA002,2012-10-10,"Paris, France, France",France,,,CDG,Charles De Gaulle,,,Airplane,PT-MVE,Airbus,A330,No,2.0,Turbo Fan,UNK,SCHD,,TAM Linhas Aereas,0.0,0.0,0.0,0.0,,,,03-11-2020,Airbus - A330,2012
40733,72764,20121029X71356,Accident,ERA13LA043,2012-10-11,"Palm Coast, FL",United States,029281N,0811213W,XFL,Flagler County Airport,Non-Fatal,Substantial,Airplane,N607PA,Diamond Aircraft Ind Gmbh,DA 42 NG,No,2.0,Reciprocating,091,,Instructional,PHOENIX EAST AVIATION INC,0.0,0.0,0.0,2.0,VMC,,"The pilots failure to maintain adequate airspeed, which resulted in a hard landing. 
",25-09-2020,Diamond Aircraft Ind Gmbh - DA 42 NG,2012
40739,72770,20121015X92424,Accident,ERA13LA019,2012-10-13,"Charlotte Amalie,",United States,181427N,0065319W,TIST,Charlotte Amalie,Fatal,Substantial,Airplane,N5553Y,Piper,PA-23-250,No,2.0,Reciprocating,091,,Business,Rainbow International Airlines,3.0,0.0,1.0,0.0,VMC,,"The pilot's attempted visual flight rules (VFR) flight into marginal VFR conditions on a dark night over water and his failure to maintain sufficient altitude, which resulted in the airplanes controlled flight into water. Contributing to the accident was the pilot's inadequate preflight weather planning.",25-09-2020,Piper - PA-23-250,2012
40750,72781,20121016X75112,Accident,ANC13FA004,2012-10-15,"Willow, AK",United States,061501N,1503338W,,,Fatal,Destroyed,Airplane,N27PH,Grumman Aircraft Eng Corp,C-1A,No,2.0,Reciprocating,091,,Business,"Fuel Services, LLC",1.0,0.0,0.0,0.0,VMC,,The pilots loss of control of the airplane for reasons that could not be determined because the wreckage was not recovered from the accident site.,25-09-2020,Grumman Aircraft Eng Corp - C-1A,2012
40757,72788,20121017X91940,Accident,ERA13FA026,2012-10-17,"Erwinna, PA",United States,403142N,0075429W,4PN5,Brigham Heliport,Fatal,Substantial,Helicopter,C-FXGM,Aerospatiale,AS 355,No,2.0,Turbo Shaft,091,,Positioning,Catalyst Aviation LLC,1.0,0.0,0.0,0.0,IMC,,"The pilots decision to depart under visual flight rules in dark night instrument meteorological conditions, which resulted in subsequent spatial disorientation, uncontrolled descent, and impact with trees and terrain.",25-09-2020,Aerospatiale - AS 355,2012
40758,72789,20121018X62210,Accident,WPR13CA016,2012-10-17,"Las Vegas, NV",United States,036448N,0011598W,KLAS,Las Vegas,Non-Fatal,,Airplane,N625SW,Boeing,737-3H4,No,2.0,Turbo Fan,121,SCHD,,Southwest Airlines,0.0,0.0,1.0,85.0,VMC,,"The flight attendant's encounter with an unseen obstruction in the aisle, which resulted in a fall.",25-09-2020,Boeing - 737-3H4,2012
40763,72794,20121025X02835,Accident,DCA13CA008,2012-10-17,"Kabul, Afghanistan",Afghanistan,034340N,0069125E,OAKB,Kabul International Airport,Non-Fatal,Substantial,Airplane,N800AW,Bombardier Inc,DHC-8-315,No,2.0,Turbo Prop,PUBU,NSCH,Public Aircraft - Federal,US DEPARTMENT OF STATE,0.0,0.0,0.0,7.0,VMC,,the captains ineffective management of the airplanes energy state during final approach and flare that resulted in a hard landing and tail strike at touchdown.,25-09-2020,Bombardier Inc - DHC-8-315,2012
40772,72803,20121023X02243,Incident,ERA13IA036,2012-10-19,"Nantucket, MA",United States,411511N,0070337W,ACK,Nantucket Memorial,Non-Fatal,Minor,Airplane,N576QS,Cessna,560XL,No,2.0,Turbo Fan,135,NSCH,,"NetJets Aviation, Inc.",0.0,0.0,0.0,3.0,VMC,,"The incorrect installation of the left main gear aft trunnion pivot pin by maintenance personnel, which resulted in separation of the aft portion of the left main gear trunnion from the aft trunnion fitting and minor damage to the airplane.",25-09-2020,Cessna - 560XL,2012
40794,72825,20121023X30148,Accident,CEN13FA025,2012-10-22,"Houma, LA",United States,293336N,0903958W,KHUM,Houme-Terrebonne Airport,Non-Fatal,Substantial,Helicopter,N385RH,Agusta Spa,AW139,No,2.0,Turbo Shaft,091,,Positioning,ERA HELICOPTERS LLC,0.0,0.0,1.0,1.0,VMC,,"The helicopters sudden and severe vertical vibrations during landing, which resulted in a collision with terrain. The reason for the helicopters sudden and severe vertical vibrations could not be determined during postaccident examinations.
",25-09-2020,Agusta Spa - AW139,2012
40795,72826,20121023X92656,Accident,CEN13LA023,2012-10-22,"Sturtevant, WI",United States,424212N,0875732W,C89,Sylvania Airport,Non-Fatal,Substantial,Airplane,N821DA,Beech,B90,No,2.0,Turbo Prop,091,,Personal,Skydive Midwest,0.0,1.0,0.0,1.0,IMC,,"The pilot's decision to continue the landing after touching down long and on a wet runway that reduced the airplanes braking capability, which resulted in an overrun.",25-09-2020,Beech - B90,2012
40821,72852,20121031X31551,Accident,CEN13FA038,2012-10-31,"Boyne City, MI",United States,451232N,0845924W,N98,Boyne City Municipal Airport,Non-Fatal,Substantial,Airplane,N401WS,Piaggio,P180,No,2.0,Turbo Prop,091,,Positioning,"Flagship Private Air, LLC",0.0,0.0,0.0,2.0,IMC,,"The select/bypass valve's failure to seal correctly because of improper shimming, which resulted in an uncommanded and uncontrollable left turn during landing. Contributing to the accident was the overhaul facility's improper overhaul of the steering manifold.",25-09-2020,Piaggio - P180,2012
40823,72854,20121101X83946,Accident,CEN13FA039,2012-11-01,"San Marcos, TX",United States,295246N,0975259W,KHYI,San Marcos Municipal Airport,Fatal,Substantial,Airplane,N10PM,Cessna,320E,No,2.0,Reciprocating,091,,Personal,Clarence Schollmeyer,1.0,0.0,0.0,0.0,IMC,,"The non-instrument-rated pilots decision to takeoff in night instrument meteorological conditions, which resulted in spatial disorientation and a loss of control.",25-09-2020,Cessna - 320E,2012
40840,72871,20121104X20957,Accident,CEN13FA044,2012-11-05,"Stotts City, MO",United States,037723N,0094225W,,,Fatal,Substantial,Airplane,N6BS,Cessna,310,No,2.0,Reciprocating,091,,Positioning,Deryl Royce Edwards,2.0,0.0,0.0,0.0,VMC,,"The pilot's failure to maintain airplane control after he shut down the right engine in flight due a loss of oil pressure. Contributing to the accident was the pilot's decision to reposition the unairworthy airplane during twilight after extensive maintenance had been done to the right engine along with a known mechanical deficiency with the landing gear. Contributing to the accident was the mechanic's improper assembly and installation of the right engine's oil filter adapter, which resulted in a loss of oil to that engine.



",25-09-2020,Cessna - 310,2012
40848,72879,20121107X21801,Incident,ENG13IA005,2012-11-07,"Atlanta, GA",United States,385734N,0765057W,,,Non-Fatal,,Airplane,N908DE,Boeing,MD-88,No,2.0,Turbo Jet,121,SCHD,,DELTA AIR LINES INC,0.0,0.0,0.0,147.0,Unk,,"
The  4th stage turbine blade separation that resulted in an uncontained release of low pressure turbine blade material was Delta Air Lines' repair process for the turbine blades' tip shrouds.  It was not possible to identify the part of the repair process that led to the premature wear of the blade's tip shoud and subsequent separation.",25-09-2020,Boeing - MD-88,2012
40850,72881,20121113X82328,Incident,ENG13RA006,2012-11-07,"Mumbai, India, India",India,,,,,Non-Fatal,Minor,Airplane,A6-EBO,Boeing,777,No,2.0,,NUSN,,Unknown,Emirates,0.0,0.0,0.0,203.0,,,,03-11-2020,Boeing - 777,2012
40855,72886,20121118X34829,Incident,CEN13IA059,2012-11-10,"Minneapolis, MN",United States,445233N,0931311W,MSP,Minneapolis St Paul Intl,Non-Fatal,Minor,Airplane,N619BA,Fairchild,SA227-AC,No,2.0,Turbo Prop,135,SCHD,,BEMIDJI AVIATION SERVICES INC,0.0,0.0,0.0,1.0,VMC,,"Loose electrical connections to the hydraulic system and anomalies in the hydraulic shuttle valve and power pack, which resulted in an uncommanded gear unlock and collapse of the left main landing gear. Contributing to the accident was the operators failure to comply with the life limits outlined by the hydraulic power packs manufacturer. ",25-09-2020,Fairchild - SA227-AC,2012
40858,72889,20121111X04124,Accident,WPR13FA037,2012-11-11,"Shaver Lake, CA",United States,037545N,1191757W,SNS,SALINAS MUNI,Fatal,Substantial,Airplane,N700EM,Cessna,421C,No,2.0,Reciprocating,091,,Personal,,2.0,0.0,0.0,0.0,VMC,,"The pilot's failure to regain airplane control following a sudden rapid descent during cruise, which resulted in an in-flight breakup. Contributing to the accident was the pilot's decision to make the flight with a failed vacuum pump, particularly at high altitude in night conditions.",25-09-2020,Cessna - 421C,2012
40865,72896,20121119X42202,Accident,ERA13WA063,2012-11-11,"Sao Paulo, Brazil",Brazil,023375S,0463917W,SBSP,Congonhas/São Paulo Airport,Non-Fatal,Substantial,Airplane,PR-MRG,Cessna,525B,No,2.0,,NUSC,NSCH,,Tropic Air Taxi Aereo Ltda,0.0,1.0,1.0,1.0,VMC,,,03-11-2020,Cessna - 525B,2012
40878,72909,20130926X20103,Accident,ERA13WA431,2012-11-16,"Concepcion, Panama",Panama,002373S,0575257W,,,Fatal,Destroyed,Airplane,ZP-BLV,Beech,95B55 - B,No,2.0,Reciprocating,NUSN,,Unknown,,3.0,0.0,0.0,0.0,VMC,,,03-11-2020,Beech - 95B55 - B,2012
40881,72912,20121117X40351,Accident,ERA13LA061,2012-11-17,"Greenwood, SC",United States,341455N,0082933W,GRD,Greenwood County,Non-Fatal,Substantial,Airplane,N6763L,Cessna,550,No,2.0,Turbo Fan,091,,Flight Test,"Stevens Aviation, Inc.",0.0,0.0,0.0,2.0,VMC,,"Collision with a deer during the landing roll, which resulted in a compromised fuel tank and a postimpact fire.",25-09-2020,Cessna - 550,2012
40885,72916,20130916X62912,Incident,ENG13WA038,2012-11-18,"Karachi, Pakistan",Pakistan,,,,Jinnah International Airport,,,Airplane,AP-BEB,Airbus,A310 - 308,No,2.0,Turbo Fan,,SCHD,,PAKISTAN INTERNATIONAL AIRLINES COR,0.0,0.0,0.0,0.0,,,,03-11-2020,Airbus - A310 - 308,2012
40896,72927,20121121X33535,Accident,ERA13LA065,2012-11-20,"Roanoke, VA",United States,371932N,0795832W,ROA,Roanoke Regional Airport,Non-Fatal,Substantial,Airplane,N702DK,Beech,C90A,No,2.0,Turbo Prop,135,NSCH,,DOMINION AVIATION SERVICES INC,0.0,0.0,0.0,4.0,VMC,,The failure of the right main landing gear bearing actuator support brackets. Contributing to the accident was the owner's and operator's failure to comply with the airplane manufacturer's mandatory service bulletin and the Federal Aviation Administration's failure to issue an airworthiness directive.,25-09-2020,Beech - C90A,2012
40901,72932,20121123X41210,Accident,CEN13FA069,2012-11-21,"Mancelona, MI",United States,445436N,0845440W,4Y4,Lakes of the North Airport,Fatal,Substantial,Airplane,N5419A,Cessna,310B,No,2.0,Reciprocating,091,,Personal,CRAWFORD ROGER W,1.0,0.0,0.0,0.0,VMC,,The pilot's failure to maintain control of the airplane after a loss of right engine power for reasons that could not be determined because postaccident examination revealed no preimpact malfunction or anomaly that would have precluded normal operation.,25-09-2020,Cessna - 310B,2012
40902,72933,20121123X80901,Accident,ERA13WA066,2012-11-22,"Great Guana Cay, Bahamas",Bahamas,264113N,0077844W,,,Fatal,Substantial,Helicopter,C6-APV,Aerospatiale,AS-355F1,No,2.0,Turbo Shaft,NUSN,,Personal,Pioneer Caribbean Logistics LTD,1.0,0.0,4.0,0.0,VMC,,,03-11-2020,Aerospatiale - AS-355F1,2012
40911,72942,20121129X84924,Accident,WPR13LA060,2012-11-24,"Phoenix, AZ",United States,334118N,0112457W,DVT,Phoenix Deer Valley,Non-Fatal,Substantial,Airplane,N8747Y,Piper,PA30,No,2.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,3.0,VMC,,"The pilot's failure to properly inhibit the landing gear transmission motor consistent with the emergency landing gear extension procedure, which precluded the full extension of the landing gear. Contributing to the accident was the airplane's electrical system anomaly, which rendered the gear position indicator inoperative.",25-09-2020,Piper - PA30,2012
40918,72949,20121127X24828,Accident,CEN13FA073,2012-11-27,"Wells, TX",United States,312814N,0945626W,,,Fatal,Substantial,Airplane,N67SR,Cessna,421C,No,2.0,Reciprocating,091,,Business,,1.0,0.0,0.0,0.0,IMC,,"The pilots decision to continue the flight into an area of extreme weather, which led to the in-flight encounter with a thunderstorm and structural failure of the wings and tail.",25-09-2020,Cessna - 421C,2012
40931,72962,20121203X12409,Accident,CEN13CA084,2012-12-01,"Melbourne, AR",United States,036418N,0915022W,42A,John E. Miller Field,Non-Fatal,Substantial,Airplane,N63MY,American Champion Aircraft,8KCAB,No,2.0,Reciprocating,091,,Personal,Christine Dawe,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to maintain directional control of the airplane during the landing.,25-09-2020,American Champion Aircraft - 8KCAB,2012
40942,72973,20130926X54839,Incident,DCA13WA160,2012-12-02,"Shannon, Ireland",Ireland,,,,,,Minor,Airplane,G-VIIK,Boeing Company,BOEING 777-236,No,2.0,Turbo Fan,NUSC,SCHD,,BRITISH AIRWAYS PLC,0.0,0.0,0.0,0.0,,,,25-09-2020,Boeing Company - BOEING 777-236,2012
40945,72976,20121205X43637,Accident,ERA13CA081,2012-12-03,"Knoxville, TN",United States,035484N,0083594W,TYS,McGhee Tyson Airport,Non-Fatal,Substantial,Airplane,N44PA,Beech,F90,No,2.0,Turbo Prop,091,,Instructional,Grande Aviation,0.0,0.0,0.0,2.0,VMC,,The pilots decision to maneuver the airplane in close proximity to a hangar.,25-09-2020,Beech - F90,2012
40946,72977,20121204X71407,Accident,CEN13FA089,2012-12-04,"Manhattan, IL",United States,412250N,0088031W,JOT,Joliet Regional,Fatal,Substantial,Airplane,N4016A,Beech,58,No,2.0,Reciprocating,091,,Aerial Observation,Bemidji Aviation Services Inc.,1.0,0.0,0.0,0.0,VMC,,An in-flight loss of control and impact with terrain for reasons that could not be determined because postaccident examination did not reveal any anomalies that would have precluded normal operation.,25-09-2020,Beech - 58,2012
40952,72983,20130314X15433,Accident,DCA13CA066,2012-12-05,"New York, NY",United States,404638N,0735221W,KLGA,LaGuardia,Non-Fatal,Substantial,Airplane,N411ZW,Bombardier Inc,CL-600-2B19,No,2.0,Turbo Fan,121,SCHD,,Air Wisconsin,0.0,0.0,0.0,53.0,VMC,,an inadvertant birdstrike on approach.,25-09-2020,Bombardier Inc - CL-600-2B19,2012
40960,72991,20121208X53119,Accident,ERA13FA082,2012-12-08,"Lake Worth, FL",United States,026365N,0080432W,LNA,Palm Beach County Park Airport,Fatal,Substantial,Airplane,N297DB,Cessna,421C,No,2.0,Reciprocating,091,,Personal,"Subway Development of Southeast Florida, Inc.",1.0,0.0,0.0,0.0,VMC,,The pilot's failure to follow established engine-out procedures and to maintain a proper airspeed after the total loss of engine power on one of the airplanes two engines during the initial climb. Contributing to the accident was the total loss of engine power due to a loss of torque on the crankcase bolts for reasons that could not be determined because of impact- and fire-related damage to the engine.,25-09-2020,Cessna - 421C,2012
40963,72994,20121214X03022,Accident,CEN13FA101,2012-12-08,"Detroit Lakes, MN",United States,464915N,0096035W,,,Non-Fatal,Substantial,Airplane,N212M,Cessna,501,No,2.0,Turbo Fan,091,,Personal,MAKAIRA AIRCRAFT SALES LLC,0.0,0.0,0.0,6.0,IMC,,"A loss of airplane control due to an undetermined avionics malfunction and the pilots inattention, which resulted in excessive airframe forces during the unusual attitude recovery. The reason for the avionics malfunction could not be determined because postaccident testing did not reveal any anomalies that would have precluded normal operation.",25-09-2020,Cessna - 501,2012
40965,72996,20121209X21315,Accident,DCA13RA025,2012-12-09,"Monterrey, Mexico",Mexico,,,,,Fatal,Destroyed,Airplane,N345MC,Learjet Inc,25,No,2.0,Turbo Jet,NUSN,,Executive/corporate,,7.0,0.0,0.0,0.0,,,,03-11-2020,Learjet Inc - 25,2012
40967,72998,20121210X32953,Accident,CEN13FA096,2012-12-11,"Compton, IL",United States,414451N,0089545W,,,Fatal,Substantial,Helicopter,N911BK,Mbb,BK 117 A-3,No,2.0,Turbo Shaft,135,NSCH,,Air Methods Corporation,3.0,0.0,0.0,0.0,VMC,,"The inadvertent encounter with inclement weather, including snow, freezing rain, and reduced visibility conditions,  which led to the pilots spatial disorientation and loss of aircraft control. ",14-06-2021,Mbb - BK 117 A-3,2012
